唯一識別碼,資料類型,語系,資料名稱,文字描述,聯絡電話,分機,縣市名稱,行政區(鄉鎮區)名稱,街道名稱,資料提供單位機關代碼,資料提供單位,資料更新日期時間,search_count
Attraction_382000000A_110100,Attraction,Zh_tw,太平宮,位處碧潭西岸安坑社區的「太平宮」，鄰近太平運動公園與空軍紀念公墓，經碧潭大橋左轉，沿太平路約50公尺即可見到，傳統的閩南建築內供奉著主神「開漳聖王」，自清朝嘉慶十二年建廟，至今已有200年的歷史。其間或因戰禍、或因天災、或因蟲蟻侵損，而經數次改建，今日的太平宮則非常雄偉壯觀。緊偎碧潭大坪頂山坡上的太平宮，是新店古老的廟宇之一，也是臺灣百來座奉祀開漳聖王的廟宇中，頗具規模和代表性的一座。香火鼎盛，長久以來是安坑外五張庄民信仰中心，每年農曆二月，廟會盛況空前。宮中保有同治年間鎮宮三寶─香爐、供桌與木門聯，彌足珍貴。,(02)22110081,,新北市,新店區,太平里太平路61號,382000000A,新北市政府觀光旅遊局,2022/6/1 上午 07:28:20,121000
Attraction_376480000A_000465,Attraction,Zh_tw,竹山老街,"擁有超過250年歷史的竹山老街，舊名「林圮埔老街」，當年熱鬧繁華，曾是竹山先民最早開墾的地區。後期則以「竹」為意像重新規劃街道，棋盤式設計有著「三橫四豎」之稱。老街上穿雜許多地方特色小店、老廟及美味小吃，像是傳承五代的來發打鐵舖、在鎮上熱賣40幾年的老牌涼飲、專賣傳統口味的啟明米麩店等，慢慢探索可以得到滿滿收穫。

照片提供: FB@黃清泉",(049)2656982,,南投縣,竹山鎮,橫街41號,376480000A,南投縣政府觀光處,2023/6/30 下午 05:30:00,121000
Attraction_376470000A_000546,Attraction,Zh_tw,禾家牧場,場內飼養超過一百頭的乳牛，鮮乳製品因種類豐富的而打響了口碑，也因地緣關係，許多自行車車友都會來到這個地方作為休息景點，園區有販售鮮霜淇淋、鮮奶饅頭、奶酪...等產品。看可愛乳牛之際順便品嚐乳品，有吃又有玩!,(04)7385656,,彰化縣,彰化市,彰化縣彰化市田坑路二段180號,376470000A,彰化縣政府城市暨觀光發展處,2023/9/18 下午 03:36:44,121000
Attraction_A15010700H_000826,Attraction,Zh_tw,梨山觀景臺,梨山觀景臺位於梨山賓館的對面，位處梨山最熱鬧的地區，小小的觀景平臺卻擁有十分壯觀且震撼人心的景色，是來到梨山旅遊不可錯過的景點之一。登上觀景臺，映入眼簾的便是壯闊的高山景色，雪山、劍山、佳陽山、大劍山等山脈綿延，還可看見環山部落、松茂部落等一間間的房屋座落在山上，心曠神怡的同時也不禁令人敬佩大自然的雄偉與美麗。來到梨山觀景臺可不是只有眼前震撼的景色，低下頭來還能發現下方草皮上有著梨山愛心的草地藝術，可愛造型令人會心一笑。觀景臺旁也設有許多公共藝術以及花卉造景，豐富的景觀怎麼看都不會膩！看完壯麗山景後，別忘了逛逛一旁的梨山水果街，無論是新鮮水果、美味果乾都可以在這裡選購；也可以造訪梨山賓館，感受宮殿建築的氣派，或是前往梨山遊客中心，尋找更多梨山旅遊靈感！,(04)25981331,,臺中市,和平區,中部橫貫公路29號,A15010700H,交通部觀光署參山國家風景區管理處,2025/1/24 下午 03:51:06,121000
Attraction_376430000A_000136,Attraction,Zh_tw,可口可樂世界,9大展區帶你一探橫掃全球的紅色旋風﹔錯過太可惜的絕版商品、19世紀美國街道神還原、見證榮耀的奧運聖火把…，可樂迷必訪。,0800311789,,桃園市,桃園區,龜山工業區興邦路46號,376430000A,桃園市政府觀光旅遊局,2024/9/9 下午 01:46:55,121000
Attraction_376530000A_000101,Attraction,Zh_tw,福記古厝,福記，是鄭家經營雜貨發跡的商號，古厝因而得名，該屋是一棟單進雙護龍帶門樓的三合院，磚木為主的結構，以正廳為中心左右配置對稱，正廳為七開間格局，以院牆圍成廣大內埕的合院，福記古厝經過官民合作修護，完整重現當年的樣貌，周邊也設置了許多生態休閒設施，目前是永樂社區的藝文活動中心，是老屋新生及聚落再生的典範。,(08)8756733,,屏東縣,林邊鄉,榮農路8號,376530000A,屏東縣政府,2024/10/15 上午 06:37:54,121000
Attraction_387000000A_000420,Attraction,Zh_tw,臺灣民俗文物館,座落於本市民俗公園內的臺灣民俗文物館，自民國79年開館至今，乘載著許多臺中市民共同的生活記憶，館舍為傳統閩南式建築，館內分為「民俗館」及「民藝街」，辦理各式主題展覽、特色抓周、DIY體驗及餐飲休閒等，結合文化推廣、創意經營及公眾服務，發揮本館多元潛力、寓教於樂之功效。,(04)22451310,,臺中市,北屯區,旅順路二段73號,387000000A,臺中市政府觀光旅遊局,2023/6/29 下午 03:37:41,121000
Attraction_A15010900H_000086,Attraction,Zh_tw,多納部落,多納部落位於茂林區高132線終點，是茂林區最深處的部落，多納以前稱作「屯子」，是由日文音譯過來的，居民稱自己的聚落為「古納達旺〈Kunadavan〉」。多納部落是由數個小聚落匯集而成，也是目前茂林區內魯凱傳統文化保存較完整的部落。聚落後方的群山中包圍著一塊寬廣平坦的台地，在此栽種特有的黑米，並於每年7月舉辦黑米祭〈Tabesengane〉」來紀念上天的恩賜並祈求來年豐收，並會在11月舉辦豐收季〈Tapakadrawane〉。多納部落還有另項獨特文化就是小米定情束，以紅、黃、綠三色毛線紮起的小米，過去在祭典前夕部落年輕男子會準備小米束送至心儀女生家中，表達愛慕，因此家中的小米束越多就代表這家的少女人氣越旺。建議停留時間約1小時，可自行參觀或預約導覽服務，走訪部落內石板屋、頭目家屋及獵人頭台等地...,(07)6801111,,高雄市,茂林區,多納部落,A15010900H,交通部觀光署茂林國家風景區管理處,2024/12/4 下午 02:46:56,120000
Attraction_A15010700H_000059,Attraction,Zh_tw,梨山賓館,標高(海拔)：1956m梨山賓館位於梨山里的中心地區，為梨山地區最早興建的旅館，其古色古香的外觀已成為中橫的地標。賓館的後方建有生態步道，拾階而上，可達福壽山農場；沿途林相繁茂，蒔花綠蔭，為森林浴、賞鳥、遠眺雪山等群峰的好去處。梨山賓館和臺北圓山飯店及高雄圓山飯店並列為臺灣三大中國宮殿式建築，在當時看見梨山賓館，就知道梨山到了，成為當時的梨山地標，歷經921大地震、72水災的洗禮，梨山賓館漸漸失去了昔日風華，後經觀光署整修，已於民國101年重新開業。,(04)22653939,,臺中市,和平區,中正路91號,A15010700H,交通部觀光署參山國家風景區管理處,2024/5/27 上午 10:41:01,120000
Attraction_A15010900H_000147,Attraction,Zh_tw,霧臺自然人文生態景觀區,"霧台自然人文生態景觀區是全國第一個原住民族地區自然人文生態景觀區，範圍涵蓋阿禮、神山、大武等三個部落，面積合計約1,435萬2,390平方公尺。區域內包括大武部落七彩岩壁哈尤溪秘境及雲豹之湯、阿禮部落的小鬼湖林道，及神山部落的神山瀑布等景色，讓這些豐富多元又存有大自然奧秘的人文景觀，也能成為遊憩產業發展時的豐富素材，以維護環境及維繫傳統文化。建議停留時間約3小時，如欲前往各部落建議可與霧臺鄉公所聯絡。",(08)7320415,,屏東縣,霧臺鄉,屏東縣霧臺鄉,A15010900H,交通部觀光署茂林國家風景區管理處,2024/12/4 下午 03:45:01,120000
Attraction_376480000A_000397,Attraction,Zh_tw,配天宮,創建於嘉慶年間的「配天宮」，廟宇是採用中國傳統建築的風格，配有傳統燕尾屋頂、雕梁畫柱、琉璃屋瓦、三川殿式廟構，洋溢著古色古香的氛圍。每年會舉辦城隍爺聖誕遶境活動，於農曆6月14日晚間7點半，城隍爺的兵將會先展開「夜巡」，以驅除鬼魅，農曆6月15日也是城隍爺誕辰日，下午1點會在市區展開遶境，庇佑合境平安，而每年遶境完畢，總會下大雨，彷彿是洗去塵囂，讓大地恢復平靜。,(049)2222056,,南投縣,南投市,中山街65號,376480000A,南投縣政府觀光處,2023/6/30 下午 05:30:00,120000
Attraction_376530000A_000014,Attraction,Zh_tw,屏東夜市,位在屏東市民族路口上的觀光夜市，以美食小吃著名。每天從早到晚都有營業，各攤位各具特色，各式佳餚包羅萬象，不管是肉圓、雞肉飯、肉粽或者是茶飲、冰品應有盡有，實在是老饕逛街的好去處。也讓其他縣市的民眾因此慕名而來，甚至連國外觀光客也趨之若鶩。屏東民族夜市除了小吃攤位林立外，周邊店家為趕上商機紛紛開設店面，當吃飽喝足後，逛逛附近店家各式各樣的皮包、鞋子、衣服及百貨飾品等等生活商圈，琳瑯滿目，物美價廉的吸引力，真是好吃又好逛的一個地方。,(08)7560101,,屏東縣,屏東市,民族路36號,376530000A,屏東縣政府,2024/10/15 上午 06:37:38,120000
Attraction_397000000A_000090,Attraction,Zh_tw,多納部落,多納居民稱自己的聚落為「古納達旺〈Kunadavan〉」，多納部落是由數個小聚落匯集而成，也是目前茂林區內魯凱傳統文化保存較完整的部落，隨處可見傳統石板屋以及魯凱族特色的圖騰與石雕。聚落後方的群山中包圍著一塊寬廣平坦的台地，在此栽種特有的黑米，並於每年舉辦黑米祭「搭巴嘎饒望〈Tapakarhavae〉」來紀念上天的恩賜並祈求來年豐收。​​​​​​​沿著部落街道走沿途可看到由2黑狗引著多納居民來到此地定居的意象，尤其旁之街道沿著雕像牆前行亦可抵達祭人頭台、勇士呼喚台、勇士步道，讓人彷彿看見過去部落狩獵的情景，以及勇士們為了守護家園、保衛族人的安全，與入侵的敵人爭戰過後，撫慰被擄殺兄弟的靈魂及其家屬的哀傷，及保衛全部落族人之安全，來趟部落巡禮，體驗傳統原民文化。,(07)6801045,,高雄市,茂林區,大津里2號,397000000A,高雄市政府觀光局,2022/2/24 下午 04:07:29,120000
Attraction_379000000A_001521,Attraction,Zh_tw,艋舺公園,艋舺公園位於龍山寺旁，原名為「萬華十二號公園」，由廣州街、和平西路、三水街及西園路所圍繞，佔地廣大，是臺北市政府以藝術為主題開發，頗具特色的民俗公園。園內有很多富含文化意涵的設計，像是東側的龍型雕塑，象徵中國風水中左青龍吉祥之意；西側的船型雕塑則反映本地區先民早期多以獨木舟為運輸、渡河、貿易等使用之交通工具；美人照鏡池結合中國風水，依北斗七星方位配置觀景平臺，還結合燈光和水舞的元素，每天都上演一場場的水舞秀；公園北側的廟埕廣場，為龍山寺廟埕的延伸，廣場內的星象誌，以結合中國星宿與西洋十二星座之星象圖誌而設計，共嵌入了二千多顆的小星星，夜晚來臨之時，便會散發出各種不同顏色的光；艋舺公園內&cap;字型的「文化藝廊」，以強化玻璃及琺瑯板構築而成，仿屋瓦特殊設計，除了可以提供通行、休憩之外，還可在此欣賞各式各樣的展覽。艋舺公園為市府「翻轉軸線、再造西區」的重要市政建設，公園和其延伸的龍山寺成為臺北市歷史、文化與宗教之重要景點，可望帶來都市西區再發展，並活絡商機、重塑國際觀光勝地，再現艋舺二百年之風華。,(02)23032451,,臺北市,萬華區,,379000000A,臺北市政府,2024/3/28 上午 09:41:56,120000
Attraction_387000000A_000041,Attraction,Zh_tw,臺中市孔廟,"孔廟平時免費開放供遊客觀光及休憩, 孔廟並於每年九月二十八日舉行大成至聖先師孔子誕辰釋奠典禮另為服務考生與學生，每逢考季前均會適時舉辦祈福許願活動以利考生、學生及家長祈求考試順利、金榜題名。亦協辦各項藝文活動，並有民間社團辦理攝影與寫生等活動,增添文化社教的功能。",(04)22342264,,臺中市,北區,雙十路二段30 號,387000000A,臺中市政府觀光旅遊局,2025/3/11 下午 03:12:55,120000
Attraction_376580000A_000054,Attraction,Zh_tw,香山火車站,香山站建於1928年，是傳統的日式驛站，是目前西部鐵路幹線所存少數木造車站之一。香山站站房並不大，候車空間狹小，但也因為車站的親切尺度而成為香山人記憶中不可或缺的建築，也是香山的地標之一。香山火車站為典型「入母屋造」形式的木造建築，站房成長形，整體設計去除一般常用的對稱性手法，而將入口置於端部，為強調入口感，特地加上入口玄關，玄關木柱上以雕花牛腿支撐，為了遮蔽日曬及風雨，候車空間外側再加上一圈簷廊，以簡單木構架支撐，使得香山火車站看起來像一棟歇山重簷的木造建築，其樸實的外表，簡單的構造，具有樸素之美。,(03)5237441,,新竹市,香山區,中華路5段349巷2弄7號,376580000A,新竹市政府,2023/4/28 下午 04:00:00,120000
Attraction_A15010200H_000006,Attraction,Zh_tw,小白沙嶼,地質景觀多變，南方有美麗的白色沙灘，是典型的沙嘴地形，還有因受到海水侵蝕而形成的豆腐狀的灘岩及壺穴；東岸的塔狀及彎曲狀的柱狀玄武岩，造型均十分特殊。,(06)9933082,,澎湖縣,白沙鄉,小白沙嶼,A15010200H,交通部觀光署澎湖國家風景區管理處,2023/10/30 下午 03:37:40,120000
Attraction_395000000A_000562,Attraction,Zh_tw,虎頭埤風景區,虎頭埤為台灣第一水庫，超過百年的歷史中有許多文人雅士對它的讚頌，也有著小日月潭的美稱，虎頭埤有如台南市區的後花園般存在著，此處也曾是周杰倫拍攝電影「天台」的場景，1905年虎月吊橋建成後更是增添了湖面的韻味，湖光山色的步道環繞湖畔，不管是散步或騎單車沿途賞景都非常舒服，水庫內的休閒設施也很完善，假日時烤肉區非常熱鬧，有許多家族或親朋好友在此享受野炊烤肉的樂趣，如果烤肉完想留下來在湖畔住一晚也沒問題，露營區可以滿足這層享受，除了沿著環湖步道欣賞湖景以外，也可踏著天鵝船或划著獨木舟悠遊湖面上。清晨與黃昏是虎頭埤不可錯過的賞景時刻，日出與夕陽時湖面千變萬化，令人陶醉。每當夏季阿勃勒盛開，林間掛滿金黃色的花，有如黃金雨的花瓣也會倒映在湖面上，形成一整片金黃的壯麗景致，不管何時都美得令人難以忘懷。交通...,(06)5901325,,臺南市,新化區,中興路42巷36號,395000000A,臺南市政府,2024/1/9 下午 04:06:59,119000
Attraction_376540000A_000380,Attraction,Zh_tw,綠島觀音洞,觀音洞位於綠島東北角楠仔湖附近，是隆起珊瑚礁經長年地下伏流侵蝕岩壁而成的鐘乳石洞，形成鐘乳石、石筍、石柱及伏流等石灰岩地形特殊景觀。規模雖然不大，但其內的鐘乳石千姿百態，極具鬼斧神工之美；洞中流水潺潺，沁涼靜謐，是夏日消解暑氣及祈福的好地方。,(089)672510,,臺東縣,綠島鄉,環島公路鄰近楠仔湖邊,376540000A,臺東縣政府交通及觀光發展處,2025/4/23 下午 05:03:01,119000
